"",name,website_url,original_language,website_text_in_en,Industrie_Label
784,zolar,https://www.zolar.de,de,buy solar system test winner pv provid zolarnow free even independ new zolar compass storag capac extraproductsadvantagesadvicecompasstoggl menubecom self sufficientmak less depend rise electr pri...,12_photovolta_solar_pv_industri
785,TAM Akademie,http://www.trainer-akademie.de,de,home tam academi menu close let talk tam academi promis tam train academi tam place lifelong learn place peopl want help shape work world tomorrow today meet best trainer practic experi take next ...,4_train_perform_platz_play
786,Kindaling,https://www.kindaling.de/,de,leisur activ children kindal de find find find find find onlin leisur guid famili germani austria switzerland entir region onlin cours children parent pregnant women popular cours kinder kochkur c...,2_fashion_shop_custom_brand
787,das Wasserwerk,https://das-wasserwerk.de/,de,water filter osmosi system waterwork,16_planter_farm_plant_growment
788,Tavios,https://tavios.de/,de,tavio practic rule tavio appoint systemsecur thank bit encrypt easi use book appoint direct onlin flexibl adapt network sever facil appoint applic integr direct exist pageal onlin appoint glanc bo...,0_medic_medicin_health_healthcar
789,Personomic,http://www.personomic.de,de,personom custom made bicycl grip open navig menu english languagedeutschenglish german languagedeutschenglish reset close germani popular bicycl grip result bike survey focus mobil custom made bic...,19_bicycl_bike_biketre_buycycl
790,Mivodo,https://www.mivodo.com,de,mivodo comparison portal car mobil huk autoabo summer deal subscript bargain discount mivodo comparison portal car mobil car mobil portal prev next label choic label label label label displayvalu ...,24_vehicl_car_vehiculum_dealership
791,HEY DEAR,https://www.heydear.de,de,hey dear uniqu gift everyon load product gift germani franc netherland itali shop cart shop cart empti look like your germani german languag shop dirait que tu vien de franc ver la boutiqu francop...,-1_industri_develop_employe_design
792,FarmersBid,https://www.farmersbid.com/,en,onlin auction sheep cow pig onlin auction sheep cow pig power farmersbid com rsh eg fleischrind auktion https auction rsheg de watch featur anim sold angus mittwoch januar beginn uhr sold sonderko...,21_ship_shop_promot_fee
793,Atrigam,https://atrigam.com/,en,atrigammak collabor smarterboost productivityth atrigam platform allow set collabor solut time provid team benefit databas chat applic task manag system combin structur work itemsinvit team member...,3_manufactur_industri_design_custom
794,Listando,https://www.listando.de,de,listando find expert germanyopen menugermani mani expert expert listandoget individu offer everi local servic freesearchov expert pocket compar pricesour price guid tell everyth need know real rev...,-1_industri_develop_employe_design
795,Flexvelop,http://www.flexvelop.com,de,flexvelop rent devic flexiblyfor customerslik leas flexvelop take bill busi rent flexibl long term shop counter onlin shop everywher advantag rateflex buy later flex buy later rent back tax oper e...,30_tabl_servic_staff_bookingtim
796,HRlab,https://www.hrlab.de,de,flexibl hr softwar modern medium size compani hrlabdefunctionsth flexibl hr softwar modern medium size companieshrlab offer essenti function hr softwar medium size compani need effici employe mana...,1_recruit_hire_employe_career
797,Hausfrage,https://www.hausfrage.de,de,hausfrag de much properti worth calcul much properti worth calcul free charg user k broker employe consult hous question calcul alreadi user receiv first assess onlin minut real estat price price ...,-1_industri_develop_employe_design
798,Dispendix,https://dispendix.com/,en,dispendix autom non contact liquid handl solut search search premier solut optim non contact liquid handl task autom liquid handl solut laboratori dispendix premier provid autom liquid handl instr...,-1_industri_develop_employe_design
799,Organifarms,https://www.organifarms.de/,en,organifarm harvest robot konstanz top pagemoreus tab navig menu item strawberri harvest robot integr qualiti control harvest weigh packag autonom navig robot take greenhous next level becom pionee...,3_manufactur_industri_design_custom
800,SolMic Prime,https://www.solmic-prime.de/,de,solmic biotech menu previous slide next slide technolog mani valuabl activ ingredi either insolubl difficult dissolv water therefor difficult human absorb patent formul technolog activ ingredi enc...,0_medic_medicin_health_healthcar
801,POACHER,https://www.poacher-sports.de/,en,amateur footbal onlin player exchang poacher primari menu footbal footbal poacher make scout amateur footbal possibl digit look club area want take next step team still miss new player next season...,4_train_perform_platz_play
802,firstwire,https://firstwire.market/en/,en,firstwir place debt capit market menu firstwir place debt capit market perfect match find match deal fast transact direct varieti debt transact intermediari save time cost self arrang smart techno...,-1_industri_develop_employe_design
803,Mivodo,https://www.mivodo.com,de,mivodo comparison portal car mobil huk autoabo summer deal subscript bargain discount mivodo comparison portal car mobil car mobil portal prev next label choic label label label label displayvalu ...,24_vehicl_car_vehiculum_dealership
804,CORE,http://www.kmu-csr-planer.de,de,core haptic csr plan method kmu csr core planer today compani expect commit social respons demonstr live show achiev goal core haptic csr plan method core kmu area corpor sustain csr planner plan ...,1_recruit_hire_employe_career
805,Botanicly,https://www.botanicly.de,de,buy sustain housepl onlin botan close menu paus slideshow play slideshow free ship custom give us climat posit plant languag english site navig botan search close esc search close esc see plant we...,16_planter_farm_plant_growment
806,ABOUT YOU,https://www.aboutyou.de/,en,onlin fashion top brand deenloginwishlistbasketinspirationl shoppingexclus dropssneak releas calendarshop categoriesshop fithighlightstop brandsshop categorieshighlightstop brandsshop categoriessp...,2_fashion_shop_custom_brand
807,nevisQ,http://www.nevisq.com,de,home nevisq choos page innov solut fall prevent fall detect care facil solut believ societi everyon age grace freedom secur must go hand hand develop various solut neviscura brand thing recogn pre...,0_medic_medicin_health_healthcar
808,Remote Talents,http://www.remotetalents.com/,en,oysta oysta de oysta say hello oysta,-1_industri_develop_employe_design
809,Yoummday,https://www.yoummday.com/de/,de,yoummday yoummdayyoummdayfind innov solut oper contact center agentsjoin industri lead organ push boundari creat outstand custom experi yoummday yoummday combin outstand cx agent innov contact cen...,-1_industri_develop_employe_design
810,Krupion,http://www.krupion.de/,de,krupion puzzl servic web mobil print puzzl media offer individu puzzl web mobil print inexpens fast individu publish agenc editor profession puzzl low price offer puzzl around clock high qualiti i...,-1_industri_develop_employe_design
811,AUTHADA,https://authada.de/,de,authada sign identifi onlin quick secur,-1_industri_develop_employe_design
812,moneygroup24,https://www.moneygroup24.de/startseite,de,home moneygroup de menu know want want buy fund discount open secur account know want want invest etf via robo advisor know want im look profession asset manag money moneygroup en pleas click sign...,8_invest_etf_portfolio_investor
813,trackle,http://www.trackle.de,de,trackl contracept comput hormon free contracept trackl gmbh menu search search close search box home contracept get pregnant decid ten thousand custom enthusiast safe free hormon certifi contracep...,-1_industri_develop_employe_design
814,Pythiania,http://pythiania.io/,en,pythiania io pythiania ag want differ world regul code chang societi tremend obvious chang other move ex post enforc ex ant prohibit fraction penal incentivis behaviour question need administr law...,1_recruit_hire_employe_career
815,Varia,https://www.varia.media/,en,varia effici onlin research,-1_industri_develop_employe_design
816,Readfy,https://www.readfy.com/de/,de,read ebook free readfi app free ebook flat rate navig overview top list top genr genr free ebook flat rate read ebook ebook seri free download readfi app tablet smartphon start read free top titl ...,-1_industri_develop_employe_design
817,Budge,https://www.budge-app.com/,de,discov sustain self budg top page leverag environment impactbudg help compani lead employe toward sustain lifestyl enjoy achiev afford way individu action quick add team signific reduc co emiss wa...,-1_industri_develop_employe_design
818,Shape-Shift,https://www.shape-shift.de/,en,shape shift vr experi speicherstadt digit vr experi speicherstadt digit realtim skin custom ue skin shader creat interact media experi compani offer solut wide rang realtim applic strong expertis ...,-1_industri_develop_employe_design
819,right. based on science,https://www.right-basedonscience.de/,en,right target climat impact metric busi financ search search right target righton target c crucial kpi futur product tool solut use softwar metric firm root climat relat decis scienc right mean bas...,-1_industri_develop_employe_design
820,scondoo,http://www.scondoo.de,de,cashback coupon offer scondoo de login new regist reset filter filter cashback shelma portion bag x redeem cashback starbuck chill classic multiserv ml x redeem partner offer gfk reward shop cloth...,-1_industri_develop_employe_design
821,Stickvogel,http://www.stickvogel.com,en,stickvogel person product stickvogel softwar solut great way add import valu shop increas custom loyalti creativ way add person level product wilhelm josten ceo butler person product stickvogel so...,-1_industri_develop_employe_design
822,Getsurance,https://getsurance.de/,de,getsur carefre morn digitalfor carefre tomorrow insur uswith insur protect incom develop servic various gap coverag insur polici character byfix premiumsyour month premium stabl month cancellablef...,0_medic_medicin_health_healthcar
823,HubBurger.com,https://hubburger.com/,pl,hubburg hemp marketplacesearchshow next resultclosepolishenglishfrenchchinesespanishdeutschitalianrussianczechgreekjapanesenederlandportugeseswedishturkishthailogin show button hide buttonnumb ite...,-1_industri_develop_employe_design
824,Morat Swoboda Motion,https://de.morat-swoboda.com/,de,de morat swoboda main menu main menu advanc e mobil drive solut futur mobil morat swoboda eurobikew look forward visit hall stand b busi day mess frankfurt look strengthen dynam team generat motio...,-1_industri_develop_employe_design
825,Protabo,http://protabo.de/,de,protabo softwar occup safeti food hygien wast complianc platform smes softwar occup safeti food hygien wast use protabo regulatori offic love solut legal oblig softwar servic product click protabo...,-1_industri_develop_employe_design
826,Websitebutler,https://www.websitebutler.de/de,de,websit creat quick inexpens mon fri p creat websit full servic websiteswebsit month onceprofession websit includ care maintenancedomain e mail host includ easi uncompl new websit that work prepara...,-1_industri_develop_employe_design
827,Compliance Contor,https://www.compliance-contor.de,de,privaci complianc market complianc contor legal certainti meet practic orient creativ practic data protect solut compani offer legal certainti focus busi goal complianc contor coordin data protect...,-1_industri_develop_employe_design
828,Finoa,http://finoa.io,en,curat crypto asset platform institutionscustodycustodystakingstakingcompanycompanyresourcesresourcescustodycustodystakingstakingcompanycompanyresourcesresourcesth regulatedcrypto platform forsmart...,-1_industri_develop_employe_design
829,contagt,https://contagt.com/,de,contag smart indoor guid indoor navig guid contact arriv build right room build control system futur simpl navig know car interior contagt app visitor reliabl guid build mean better servic enthusi...,-1_industri_develop_employe_design
830,XU Exponential University Group,https://xu-group.de/,de,xu group gmbh onlin educ exchang platform xu group gmbh onlin educ exchang platform futur proof sustain expertis want improv esg stakehold custom demand climat protect sudden deal polit regul supp...,-1_industri_develop_employe_design
831,CupoNation,https://www.cuponation.com/,en,home global save group chang way peopl buy global save group world largest shop communiti europ lead shop reward compani help billion peopl make confid shop decis latest news consum portal igraal ...,2_fashion_shop_custom_brand
832,Lambus,https://www.lambus.io,en,travel app lambus solut travel platform whole trip pocket waypoint expens ticket photo group set minut free forev featur arriv add waypoint itinerari websit click discov next favorit destin get in...,6_hotel_holiday_rental_rent
833,OONIQUE,http://www.oonique.com,de,ooniqu site limit support browser need instal modern browser e g edg chrome safari firefox free ship order discount order discount order search search delet discov next knit projectexperi joy knit...,2_fashion_shop_custom_brand
834,Happy Ocean Foods,http://happyoceanfoods.com/,de,happi ocean food plant base fish seafood happi ocean happi item place shop cart check continu shop order shrymp direct onlin retailhav g natur provenc shrimp conveni deliv home partner shop wholes...,-1_industri_develop_employe_design
835,THINKBOX BERLIN,http://thinkbox.berlin/,en,thinkbox berlin gmbh disclaim imprint impressum imprint disclaim privaci statement appli oper web site esp thinkbox berlin gitelliq com cozima de thinkbox berlin gmbh pappelalle berlin germani man...,-1_industri_develop_employe_design
836,OrelTech,https://www.oreltech.com/,en,oreltech solut function metal coat print flexibl sensor catalyt surfac medic grade coat oreltech metal liquid cure technolog develop enhanc surfac function deliv sustain cost effect solut wherev p...,-1_industri_develop_employe_design
837,ProNoblis,https://www.pronoblis.ag/de/,de,pronobl ag us sme financi start sme financ start request good purchas financ receiv need base solut short notic mypronobl invest pronobl soon enabl invest german medium size compani privat institu...,8_invest_etf_portfolio_investor
838,Zenesis,https://zenesis-planung.de/,de,autom build plan zenesi gmbh autom build plan zenesi gmbh menu effici faster sustainableautomat generat plan document click awayzenesi fastest easiest way plan build standard base qualiti assur in...,-1_industri_develop_employe_design
839,shipcloud,https://www.shipcloud.io/,de,full servic ship return platform shipcloud unpack potentialdeliveri returnsa easi shoppingshipcloud stop platform ship return unlimit flexibilityunlimit possibl interfaceour groundbreak cloud base...,20_freight_freightfind_transport_cargo
840,ZENSPOTTING,https://zenspotting.com/,de,yoga medit fit live session without subscript zenspot select page live demand cours strength focus relax offer time everyday life employe benefit increas mental health sens togeth satisfact remot ...,0_medic_medicin_health_healthcar
841,ryd,http://ryd.one/,de,ryd fill pay ryd germani dede mobil payment tank fill ryd fast safe freepay via appl pay googl pay credit card paypali agre term condit data protect regul mobil payment tank fill ryd fast safe fre...,-1_industri_develop_employe_design
842,Masterplan.com,https://masterplan.com/,de,masterplan com futur learningmasterplan avail onproductresourcesabout masterplancontactenglishdeutschlearn transform grow motiv excit employe alway want welcom ultim learn platform compani learn m...,1_recruit_hire_employe_career
843,Bike-ID,http://www.bike-id.eu,en,bike id registri bike id registri,19_bicycl_bike_biketre_buycycl
844,ADONIS,http://adonis-foods.com/,en,adoni low carb low sugar keto snack previous free ship order next navig newslett keto corner view result cart cart empti brand new flavour doubl choc crisp plant base low sugar keto natur previous...,15_vegan_supplement_meat_dietari
845,Immunkarte Covid-19,https://immunkarte.de/,de,immunkart offici homepag new immunkart best way identifi immun status new immun card eu covid vaccin certif alway known immunkart immunkart digit vaccin certif credit card format immunkart immunka...,0_medic_medicin_health_healthcar
846,anny,https://anny.co,de,anni book place anni featuresintegrationsindustri annysuccess storiesindustri spotlightsguidesal book placeth flexibl solut intern extern book share resourc coordin appoint effici tri free credit ...,-1_industri_develop_employe_design
847,Cellzome,https://www.bio-pro.de/service/details,de,detail biopro bw hauptnavig detail detail footer navig ustasksprojectsserviceinfo center project page portal stay inform social media page address https www bio pro de servic detail,0_medic_medicin_health_healthcar
848,The Personnel Selection Tool,https://tool.treffsichere-personalauswahl.de/,de,personnel select tool structur interview applic f inspir interview choos quick safe excit dialogu applic profession select personnel find everyth need construct structur job interview tool quick l...,1_recruit_hire_employe_career
849,Antidote Vertriebs,https://ido.bio/,de,fresh organ juic cure juic shot essenc organ juic cure juic feel light discov new juic best qualiti refin recip juic fast experi tailor organ juic treatment juic feel light discov new juic best qu...,-1_industri_develop_employe_design
850,Plitch,https://www.megadev.info/en,en,plitch premium trainer pc cheat program game en de pl fr es tr pt ja ko zh start plitch stop cheat support game premium trainer softwar singl player pc game cheat featur what favorit game choos ca...,4_train_perform_platz_play
851,DÖRRWERK,https://www.doerrwerk.de/,de,dryer natur snack question order daili p menu categori inform mission berlin start want make snack sustain idea recycl fruit veget longer sold due aesthet defect often thrown away ton germani alon...,13_meal_dish_lunch_foodji
852,recover,https://recoverapp.de/,en,recov sicher ausgehen trotz corona window datalay window datalay function gtag datalay push argument gtag js new date gtag config g hcm kt qbz function f b e v n f fbq return n f fbq function n ca...,-1_industri_develop_employe_design
853,moin.ai,https://www.moin.ai/,de,autom custom communic ai chatbot solutionsus casesindustriesproductfunctionswhi moinairresourc revolution custom servic artifici intellig chatbotsus ai automat solv recur custom inquiri multipl ch...,-1_industri_develop_employe_design
854,CibusCell Technology,https://www.cibuscell.com/,en,cibuscel menu home h digit first empow run entir h valu chain power data sift pro brief hydrogen europ cibuscel rise star provid saa platform improv run hydrogen power plant analys optim product c...,-1_industri_develop_employe_design
855,Marketsupply,https://www.marketsupply.com/,en,marketsuppli europ lead marketsplac aservic platform marketsuppli menu simpl like softwar servic like agenc marketsuppli lead marketplac servic platform manag optim sell product marketplac global ...,5_marketplac_retail_salesforc_market
856,BS2 Sicherheitssysteme,http://bs2-sicherheitssysteme.de/,de,bs secur system monitor technic infrastructur sale activ corrodec system bs sicherheitssystem gmbh taken intern licens infrasolut gmbh base boppard boppard de infrasolut ag zug ch inform pleas vis...,7_advertis_gmbh_brand_openem
857,AWARE7,https://aware7.de/,de,awar gmbh full servic awar agenc munscheidstr gelsenkirchen call menu menu secur man machin help product servic work increas secur level organ independ manufactur product provid servic consult mar...,-1_industri_develop_employe_design
858,Fair-Way-Golf,https://www.fair-way-golf.com/,de,fair way golf cours membership menu menu menu golf courseson membership play golf often whenev want partner cours member never pay green fee play without limit play partner cours throughout german...,4_train_perform_platz_play
859,rhome,https://rhome.world,en,rhome enabl everyon work anywher rhome top pageproductstim chang way work help stay compliant employe enjoy flexibl work anywher rhome enabl anyon work everywher today employ take inform decis com...,1_recruit_hire_employe_career
860,Webbosaurus,https://www.webbosaurus.de/,de,real time monitor social listen review monitor webbosaurus review manag monitoringunderstand custom betterwith webbosaurus monitor platform monitor analyz manag onlin review question overview way ...,-1_industri_develop_employe_design
861,fanq-app,http://fanq-app.com/,de,fanq vote app footbal fan fanq vote platform finger puls fan offer footbal fan opportun express opinion publish media give fan common voic news fanq survey fan germani footbal profession sport rol...,4_train_perform_platz_play
862,YPTOKEY,https://yptokey.com,de,yptokey becom part elatec contact contact us custom servic question would like person advic want technic support top yptokey becom part elatec togeth digit transform custom start yptokey expand wo...,-1_industri_develop_employe_design
863,Magazino,https://www.magazino.eu/,de,magazino gmbh intellig robot warehous logist munich,-1_industri_develop_employe_design
864,Humanize.works,https://humanize.works/,de,human work human workshuman worksour purpos creat healthi work environ peopl develop full potentialmor inform us servic follow short human workscompani copyright human work ug limit liabil made hu...,1_recruit_hire_employe_career
865,TonePedia,https://www.tonepedia.com/player#/electric/effect,en,player tonepedia menu demo record profession studio design especi kind record tri make thing sound good show good sound go backstagefind new gear demo industri news giveawaysand new featur first n...,17_music_musicmonst_audio_piano
866,AOE,http://aoe.com/,en,aoe shape compani digit futur togeth aoe servicesacademyagil competenciessoftwar test test automationcloud devopscybersecur access managementsoftwar develop architectureindustriestelcohealthcaredi...,23_industri_translat_technic_technolog
867,Blokz,http://www.blok-z.com,en,renew energi match softwar hour renew energi match core carbon free energi use blockchain technolog blok z help trace verifi match renew energi generat consumpt transpar hour local renew energi ma...,-1_industri_develop_employe_design
868,iversity,http://www.iversity.org,en,ivers love learn line mobil menu toggl get readi take give upgrad inspir onlin cours join global communiti learner featur cours de pro realli motiv employe en free post corona start en espresso ar...,-1_industri_develop_employe_design
869,NOVAZOON,https://www.novazoon.de/,de,novazoon creat tomorrow busi digit busi model pioneer develop busi model solut digit futur creat tomorrow busi uniqu innov ventur builder extens network industri technolog research scienc invest u...,-1_industri_develop_employe_design
870,texxeo,http://www.texxeo.de/,de,autom suppli workwear cloth distribut system phone fax write us support texxeo gmbh zum handelshof magdeburg find texxeo look modern econom solut suppli workwear receiv valuabl inform request smar...,-1_industri_develop_employe_design
871,Walletguide,https://walletguide.com/,en,walletguid person financ analyticsopen menuimprov life throughfinanci healthwalletguid help analyz person financ provid guidanc better financi futur get overview asset determin net worth plan ahea...,8_invest_etf_portfolio_investor
872,itmX,https://itmx.de/,de,itmx gmbh best crm sap,-1_industri_develop_employe_design
873,greendoor travel,https://www.greendoor-travel.com/,de,home greendoor travel websit temporarili unavail find sustain social respons accommod suit tast see soon user login,7_advertis_gmbh_brand_openem
874,LeitArt,http://www.leitart.de/,de,leitart gesellschaft f r mittelstandcybernetik mbh busi intellig top page knowledg decid faster app solutionsapp solut qlik productsunleash full potenti data partner licens support everyth els qli...,-1_industri_develop_employe_design
875,Treasurize,https://www.treasurize.de,de,treasur educ pay construct sorri work websit thank patienc current work websit back short,-1_industri_develop_employe_design
876,DENKweit,https://denkweit.com/,de,denkweit gmbh ai base imag recognit measur electr,7_advertis_gmbh_brand_openem
877,VESTIGAS,https://vestigas.com,de,vestiga world without deliveri note menu welcom world without deliveri note vestiga digit deliveri data exchang pure structur deliveri data complet replac paper pdf deliveri note automat invoic ve...,-1_industri_develop_employe_design
878,FairMail,https://www.fairmail.info/,en,fairmail fair trade photo greet card face search face fairmail pictur empow fairmail pictur empow fairmail pictur empow fairmail pictur empow fairmail pictur empow fair trade card greet card e car...,-1_industri_develop_employe_design
879,4Scotty,https://4scotty.com/,en,scotti part wearedevelop famili break news wearedevelop acquir scotti scotti part wearedevelop familywearedevelop europ lead develop communiti dedic acceler profession person growth develop match ...,1_recruit_hire_employe_career
880,safetee,http://safetee-golf.com/,de,safete golf cap safeti golf hit enter search esc close safeti revolut golf order safest golf cap green singl cap starter packag exclus bargain price ideal gift safeti conscious golfer safete golf ...,2_fashion_shop_custom_brand
881,Crumb,http://www.crumbup.com,de,crumb sport reward top pagemoreus tab navig menu item sport rewardsget point sport activ redeem discount product achiev along way come soon achiev fewer chart believ dont need analyt achiev goal s...,-1_industri_develop_employe_design
882,Joavina,https://joavina.com/,en,joavina organ wir lieben bio free ship eur search search natur ingredi shea fruit vegan pure oragn tradit process shea nut organ heal virtu shea organ butter full vitamin miner joavina productspro...,-1_industri_develop_employe_design
883,Vivira Health Lab,https://www.vivira.com,de,vivira app prescript back pain app prescript back pain therapeut train via app home vivira move alreadi receiv prescript vivira submit health insur compani medic product risk class offici diga bfa...,0_medic_medicin_health_healthcar
884,creditshelf,http://www.creditshelf.com,de,creditshelf next generat corpor financ unsecur unsecur corpor loan fix interest eur eur million fast payout week digit fast simpl digit loan request individu person bind servic decis moment growth...,18_loan_lender_financ_creditworthi
885,Curawork,https://curawork.de,de,curawork regist profession network profession care download regist free support network discuss becom part curawork communiti network colleagu care expert exchang idea discuss current topic proble...,0_medic_medicin_health_healthcar
886,wao.io,http://wao.io/,en,optim web busi automat wao ioproductget startedplatform overviewresourcestest potenti nowcustomersuccess storiesstart wao io success storyknowledgewao io knowledgegenerallearn expert guidesdeutsch...,-1_industri_develop_employe_design
887,Certif-ID,https://certif-id.com/,en,home certif id creat trust intern technic recruitmentour technolog servic portfolio digit credenti build verifi talent pipelin autom skill recognit minim cross border recruit effort solut redefin ...,-1_industri_develop_employe_design
888,SiSaSo,https://www.sisaso.de,de,sisaso de sale domain sale domain sisaso de offer owner marketplac purchas domain domain sale domain sisaso de offer owner marketplac purchas domain owner domain park domain park program owner dom...,21_ship_shop_promot_fee
889,CUREosity,http://www.cureosity.de,en,home cureos top pagehav stroke parapleg neurolog conditionw help stroke parapleg neurolog conditionw help move neuronson second chang life case accid year old son parapleg sinc car accid earli chi...,0_medic_medicin_health_healthcar
890,Coworking0711,https://coworking0711.de/,de,cowork cowork space communiti stuttgart region searchbox tel stuttgart tel esslingen email info cowork de alon isol restrict togeth flexibl less alon cowork communiti stuttgart region ceil fall he...,-1_industri_develop_employe_design
891,MYFLYRIGHT,http://myflyright.com/,en,myflyright compens delay cancel flight en claim money check claim free myflyright flight compens claim select problem flight cancelledbi airlin flight cancel flightdelay deniedboard luggag delay l...,-1_industri_develop_employe_design
892,ROKO Farming,http://www.roko-farming.com,en,roko farm vertic farm deutschland top pagemoreus tab navig menu item vertic farm ulm roko farmingbottom page,7_advertis_gmbh_brand_openem
893,yuccHR,https://yuccahr.com/,en,employe integr platform yuccahr productcompanyconnect employeesand boost engag autopilot build strong engag team drive meaning convers direct microsoft team book demosolutionssmart autom connectio...,1_recruit_hire_employe_career
894,APPVISORY,https://www.appvisory.com/,de,appvisori mobil secur app risk manag choos page intellig app risk manag reliev resourc appvisori identifi weak point riski app behavior automat real time get devic receiv gdpr compliant app catalo...,-1_industri_develop_employe_design
895,Debitos,https://www.debitos.com/,en,debito debito toggl navig market debito com europ loan transact platform bn loan success transact k investor capit countri debito activ number regist investor servic navig white label technolog cr...,8_invest_etf_portfolio_investor
896,neurocare group,http://neurocaregroup.com/,en,neurocar group empow best practic clinic product research product academi open submenu open submenu open submenu english english empow best practic digit therapi platform empow clinician deliv bes...,0_medic_medicin_health_healthcar
897,blanket,http://digitalblanket.com/,de,blanket brand covr technolog gmbh need help servic e mail damag report valuabl damag let us know happen valuabl stolen share us blanket trademark covr technolog gmbh right reserv,7_advertis_gmbh_brand_openem
898,Miles,https://miles-mobility.com/,de,mile mobil car share transport sharingdemilespricesc citi cooperationsmor car sharingnow careasi whether car premium vehicl van simpli book mani car needfrom car share car subscriptionwith right c...,24_vehicl_car_vehiculum_dealership
899,bill.less,http://www.billless.app,en,best mobil bill app best mobil bill app top best mobil bill app comparison guidepurchas thing shop onlin becom easier thank digit technolog age need card check anymor pay bill need download bill p...,-1_industri_develop_employe_design
900,WeSustain,https://www.wesustain.com/,en,wesustain softwar respons busi manag break news coriti acquir esg softwar specialist wesustain subscrib wenew deep dive respons busi manag digit era softwar solut respons busi manag digit driven s...,-1_industri_develop_employe_design
901,Yieldlove,http://www.yieldlove.com,en,yieldlov empow publish yieldlov empow publish hi lot tell yieldlov would tell us languag prefer proud work publish globe yieldlov gmbh proud member of,-1_industri_develop_employe_design
902,VIGOLF,http://www.vigolf.eu/,en,googl webmast tool sitemap notif receiv sitemap notif receiv sitemap success ad list sitemap crawl first time notifi googl sitemap pleas add via track status pleas note add submit url index cannot...,-1_industri_develop_employe_design
903,Taxdoo,http://www.taxdoo.com,de,taxdoo lead platform sale tax financi account bookkeep tax faster safer smarter evalu sale consist account taxdoo master tax challeng e commerc less work tax firm work us vat return per month eu u...,-1_industri_develop_employe_design
904,Ferroelectric Memory Company,https://ferroelectric-memory.com/,en,ferroelectr memori compani search lead stack develop dr toni schenk offer give invit talk joint isaf pfm ecapd take place end june tour franc intern symposium applic ferroelectr isaf renown intern...,-1_industri_develop_employe_design
905,akjumii,https://www.akjumii.com/,de,akjumii coat fashion sustain top pagemoreus tab navig menu item support us startnexttar dream fashion world treat peopl natur care support us startnext help us launch first coat collect mani thank...,2_fashion_shop_custom_brand
906,Recolize,http://www.recolize.com/de,de,web develop profession web develop profession contact us web develop profession perfect coordin team experienc softwar architect decad experi product stori decad experi technic project manag kit p...,31_research_readi_ai_develop
907,PAROGO,https://www.parogo.de/,de,home parogo menu parogo hr servic hr softwar payrol smes simplifi payrol hr process specialist innov cloud outsourc solut contact profession payrol personnel administr modern hr softwar expert qui...,1_recruit_hire_employe_career
908,Samedi,https://www.samedi.de/,de,samedi clinic practic softwar doctor doctor functionsinstitut us de functionsinstitut us de reliabl individu data secur hospit practic softwar samedi bear great deal respons everi day time softwar...,0_medic_medicin_health_healthcar
909,MyClapp,https://www.myclapp.de/,de,myclapp free app club menu menu myclub myapp myclapp app platform fast easi free myclapp bring club membership app minut uncompl alreadi month myclapp app faster facebook page work come digit mode...,4_train_perform_platz_play
910,Priceloop,https://priceloop.ai/,en,priceloop revolution price strategi copyright priceloop gmbh right reserv autom price maxim profit ai base softwar empow team autom optim transpar price affect purchas decis stop lose money due su...,5_marketplac_retail_salesforc_market
911,AlleAktien,https://www.alleaktien.de,de,germani best stock analysi alleaktien search menu search load data load data load data load data load data load data germani best stock analysi stock analysi focus alleaktien depot buy premium con...,8_invest_etf_portfolio_investor
912,ETE EmTechEngineering,https://ete-ing.de/en,en,welcom ete emtechengin welcom ete emtechengin found offer engin servic product trade reduc emiss increas effici combust process read experi field biomass combust plant regard combust chamber optim...,-1_industri_develop_employe_design
913,FinList,https://www.finlist.de/,de,right lender properti direct rout commerci properti financ thank daili updat lender databas tailor made financ request get financ quick cheapli type use type use locat citi find lender custom alre...,18_loan_lender_financ_creditworthi
914,BigchainDB,https://www.bigchaindb.com/,en,bigchaindb blockchain databas meet bigchaindb blockchain databas bigchaindb high throughput low latenc power queri function decentr control immut data storag built asset support bigchaindb like da...,27_crypto_cryptocurr_cryptotec_bitcoin
915,credX,http://credxmarkets.com/,en,homepag credx ag financ servic effici b b financ connect capit borrow capit provid capit borrowersd advisorcapit providerscapit borrowersexperienc real estat asset manag develop ongo financ need t...,-1_industri_develop_employe_design
916,BianoGMP,https://bianoscience.com/Large_Scale_and_GMP_Oligonucleotides,en,larg scale gmp oligonucleotid bianosci gmbh bianosci gmbhdr tobia p hlmanndieselstra e zwickaugermanyphon work fax info bianosci comhttp bianosci com larg scale gmp oligonucleotid gmp oligonucleot...,-1_industri_develop_employe_design
917,Resonance,https://www.resonance.so/,en,reson stress less increas focus perform better find optim breath techniqu individu physiolog stress less increas focus perform better reson anoth breath medit app enabl practic heart rate variabl ...,0_medic_medicin_health_healthcar
918,InnoGames,https://www.innogames.com/,en,free onlin game play strategi game rpg onlin free game compani career press support english lead empir age strategi citi builder forg empir dive cultur mankind build epic citi develop civil take c...,4_train_perform_platz_play
919,Digital Cash,https://www.digital-cash.eu/home,en,home digit cash gmbh central bank money back euro tokena uniqu physic back approach creat safe investor crypto ecosystem trust foundat new blockchain base busi model introduct dce tokenw believ bl...,27_crypto_cryptocurr_cryptotec_bitcoin
920,mypostcard.com,https://www.mypostcard.com/,de,creat send real photo postcard onlin postcard app send print photo postcard worldwid intern design write send postcard onlin print send postcard onlin toggl search send person card share unforgett...,2_fashion_shop_custom_brand
